Customer_ID,Age,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Last_Purchase_Days_Ago,Email_Opt_In,Target_Churn,Gender_Female,Gender_Male,Gender_Other,Promotion_Response_Ignored,Promotion_Response_Responded,Promotion_Response_Unsubscribed
482,38,171.53,5152.97,9,95,127.92,5,2,4,10,1,1,0.0,0.0,1.0,0.0,0.0,1.0
483,54,122.0,2987.33,17,31,459.93,9,2,4,94,0,1,1.0,0.0,0.0,1.0,0.0,0.0
484,22,105.82,2299.19,11,28,179.14,4,4,1,323,0,1,1.0,0.0,0.0,0.0,0.0,1.0
485,34,131.94,8809.25,16,16,244.23,7,0,1,79,1,0,0.0,1.0,0.0,0.0,0.0,1.0
486,66,115.17,1642.05,17,48,411.78,0,2,2,136,0,0,0.0,0.0,1.0,0.0,0.0,1.0
487,65,104.49,2877.84,2,24,320.07,4,2,3,258,0,0,1.0,0.0,0.0,0.0,1.0,0.0
488,28,156.7,3922.77,3,59,314.01,8,3,1,235,1,0,1.0,0.0,0.0,0.0,0.0,1.0
489,63,52.08,2809.02,17,95,323.02,1,1,2,238,1,0,1.0,0.0,0.0,0.0,0.0,1.0
490,58,50.81,2186.04,12,84,407.08,1,1,4,203,1,0,1.0,0.0,0.0,0.0,0.0,1.0
491,48,97.73,7734.35,16,9,267.67,7,2,1,143,1,0,0.0,0.0,1.0,1.0,0.0,0.0
492,45,77.73,3357.26,16,14,47.17,9,0,5,341,0,1,0.0,1.0,0.0,0.0,0.0,1.0
493,61,33.34,1213.88,6,39,336.1,8,2,2,93,1,0,0.0,1.0,0.0,0.0,1.0,0.0
494,49,172.0,5454.86,3,39,90.85,7,0,5,177,0,1,1.0,0.0,0.0,0.0,0.0,1.0
495,38,158.89,1342.34,13,3,416.07,5,3,1,230,0,1,0.0,1.0,0.0,0.0,0.0,1.0
496,24,117.91,3639.44,13,43,86.71,5,4,5,363,1,1,1.0,0.0,0.0,0.0,1.0,0.0
497,27,196.28,8830.08,15,52,478.66,9,3,3,327,1,0,0.0,1.0,0.0,1.0,0.0,0.0
498,45,33.07,3754.7,2,69,358.07,4,4,1,237,0,1,0.0,1.0,0.0,0.0,0.0,1.0
499,65,158.0,6361.84,12,39,139.06,8,3,4,117,0,0,0.0,0.0,1.0,1.0,0.0,0.0
500,53,67.95,5194.79,15,70,111.66,1,2,2,112,1,0,1.0,0.0,0.0,0.0,0.0,1.0
501,37,86.35,1463.48,15,60,440.35,7,2,5,332,0,1,0.0,0.0,1.0,0.0,0.0,1.0
502,30,59.47,6525.79,12,64,122.99,1,0,3,279,1,1,0.0,1.0,0.0,1.0,0.0,0.0
503,36,162.03,8574.75,7,54,211.81,9,2,5,23,0,0,1.0,0.0,0.0,0.0,1.0,0.0
504,67,45.96,1022.8,3,63,235.56,5,1,1,23,0,1,1.0,0.0,0.0,1.0,0.0,0.0
505,28,171.2,7561.43,10,34,70.94,1,2,5,114,0,0,1.0,0.0,0.0,0.0,0.0,1.0
506,52,139.08,6933.09,11,89,370.38,3,1,2,355,0,0,1.0,0.0,0.0,1.0,0.0,0.0
507,51,30.62,8679.94,18,93,62.76,0,3,5,144,0,0,1.0,0.0,0.0,0.0,0.0,1.0
508,61,165.98,1130.51,7,86,428.63,2,3,5,254,0,0,1.0,0.0,0.0,0.0,0.0,1.0
509,21,133.0,3126.38,7,45,270.56,7,4,4,157,1,1,0.0,1.0,0.0,1.0,0.0,0.0
510,30,182.9,6973.49,12,15,312.18,9,4,3,153,1,1,1.0,0.0,0.0,0.0,0.0,1.0
511,54,154.77,317.98,17,69,416.14,4,2,5,311,0,1,0.0,1.0,0.0,1.0,0.0,0.0
512,19,121.0,7367.35,14,82,174.76,9,2,4,332,1,1,0.0,0.0,1.0,0.0,1.0,0.0
513,67,170.58,8593.99,15,80,482.92,1,4,5,298,1,1,0.0,1.0,0.0,0.0,0.0,1.0
514,18,70.05,4587.71,8,26,309.78,2,2,5,264,0,1,0.0,0.0,1.0,0.0,1.0,0.0
515,57,118.45,4399.87,17,64,70.88,3,1,3,38,1,1,1.0,0.0,0.0,1.0,0.0,0.0
516,42,72.85,2856.84,7,37,151.01,6,3,5,349,0,1,0.0,1.0,0.0,0.0,0.0,1.0
517,54,194.28,150.01,9,13,253.17,8,0,3,264,1,0,0.0,1.0,0.0,0.0,1.0,0.0
518,53,60.72,1944.4,16,39,345.53,5,0,5,182,1,0,0.0,1.0,0.0,1.0,0.0,0.0
519,23,22.83,9800.65,3,60,109.06,6,3,3,129,1,1,0.0,0.0,1.0,0.0,0.0,1.0
520,24,78.65,8686.13,11,94,219.21,1,0,5,236,0,1,1.0,0.0,0.0,1.0,0.0,0.0
521,21,110.45,2738.4,10,31,62.76,0,0,3,358,1,1,0.0,1.0,0.0,1.0,0.0,0.0
522,52,25.11,9641.11,11,99,98.47,0,1,1,221,1,1,0.0,0.0,1.0,0.0,0.0,1.0
523,58,120.66,3740.35,9,84,381.48,1,3,5,127,0,1,0.0,1.0,0.0,1.0,0.0,0.0
524,51,177.37,3046.1,11,84,308.59,5,4,4,158,1,1,0.0,1.0,0.0,0.0,1.0,0.0
525,46,146.85,1612.8,11,32,231.6,7,3,5,69,0,1,0.0,1.0,0.0,1.0,0.0,0.0
526,22,132.13,9025.95,18,76,13.5,7,2,5,10,1,1,0.0,1.0,0.0,0.0,0.0,1.0
527,44,192.07,9871.23,4,8,42.4,0,2,4,136,1,0,0.0,0.0,1.0,1.0,0.0,0.0
528,50,192.49,3341.37,5,70,384.15,4,3,5,339,1,0,1.0,0.0,0.0,0.0,0.0,1.0
529,63,168.37,7063.96,5,78,55.98,4,0,1,95,1,0,1.0,0.0,0.0,0.0,1.0,0.0
530,69,129.39,3419.5,18,63,387.81,3,1,4,334,0,1,0.0,1.0,0.0,1.0,0.0,0.0
531,27,107.8,1139.41,18,99,364.84,8,2,4,110,0,0,0.0,0.0,1.0,0.0,0.0,1.0
532,23,22.4,3987.65,16,47,261.73,7,4,3,256,1,0,1.0,0.0,0.0,0.0,0.0,1.0
533,51,129.13,5560.54,9,33,185.85,7,1,3,360,0,0,1.0,0.0,0.0,0.0,1.0,0.0
534,25,198.04,1317.87,2,33,451.11,4,4,4,35,0,0,0.0,1.0,0.0,1.0,0.0,0.0
535,48,167.26,8200.9,16,29,96.53,2,0,4,112,1,1,0.0,1.0,0.0,0.0,1.0,0.0
536,26,81.31,5023.89,10,13,428.96,2,4,5,106,1,0,0.0,0.0,1.0,1.0,0.0,0.0
537,38,47.37,2420.39,12,94,384.1,2,4,1,174,1,1,1.0,0.0,0.0,0.0,0.0,1.0
538,25,161.13,5968.32,17,75,337.19,4,2,3,236,1,1,0.0,1.0,0.0,0.0,0.0,1.0
539,21,153.91,7953.27,16,56,471.76,1,0,2,217,1,0,0.0,0.0,1.0,0.0,0.0,1.0
540,39,194.07,3343.48,17,74,498.1,2,4,5,144,0,1,0.0,0.0,1.0,0.0,0.0,1.0
541,45,177.47,7044.62,17,50,396.73,4,1,5,336,0,0,0.0,0.0,1.0,1.0,0.0,0.0
542,62,120.02,4335.81,3,20,122.1,4,3,1,342,0,0,1.0,0.0,0.0,0.0,0.0,1.0
543,21,38.23,9644.11,9,87,345.63,2,3,3,56,1,1,1.0,0.0,0.0,0.0,1.0,0.0
544,56,107.03,7732.31,2,24,206.19,7,2,2,151,0,0,1.0,0.0,0.0,0.0,1.0,0.0
545,38,76.47,3627.87,17,31,69.95,3,4,3,147,0,0,0.0,0.0,1.0,1.0,0.0,0.0
546,25,112.23,275.7,15,61,425.9,2,1,3,11,1,1,0.0,0.0,1.0,1.0,0.0,0.0
547,37,74.31,6609.45,9,53,174.02,1,1,1,256,0,0,0.0,1.0,0.0,1.0,0.0,0.0
548,49,175.13,2058.93,2,14,482.58,7,4,5,347,1,0,0.0,1.0,0.0,0.0,1.0,0.0
549,18,171.98,1306.6,15,32,407.45,0,4,1,27,0,0,1.0,0.0,0.0,0.0,1.0,0.0
550,23,76.78,9324.59,14,59,402.03,4,0,3,329,1,1,1.0,0.0,0.0,0.0,0.0,1.0
551,45,127.92,9999.49,1,17,415.19,4,3,2,9,0,1,0.0,1.0,0.0,0.0,1.0,0.0
552,61,97.43,2771.9,13,19,209.98,9,4,5,163,1,1,1.0,0.0,0.0,1.0,0.0,0.0
553,48,183.64,3087.51,9,2,50.28,5,4,1,349,1,1,0.0,1.0,0.0,0.0,1.0,0.0
554,27,53.72,1733.39,1,16,497.57,4,1,4,167,1,0,0.0,1.0,0.0,0.0,1.0,0.0
555,37,145.59,4631.08,1,33,482.43,9,2,2,128,1,0,0.0,1.0,0.0,0.0,1.0,0.0
556,25,194.67,8671.85,11,79,239.17,3,3,4,361,1,0,0.0,0.0,1.0,1.0,0.0,0.0
557,39,51.55,7044.91,12,74,415.96,2,3,3,357,0,0,1.0,0.0,0.0,0.0,0.0,1.0
558,55,56.35,8478.68,5,7,243.91,1,3,2,27,0,1,0.0,0.0,1.0,0.0,0.0,1.0
559,46,144.87,2361.97,19,68,463.81,5,0,2,143,1,0,1.0,0.0,0.0,0.0,1.0,0.0
560,26,160.25,7331.52,18,71,206.03,3,3,5,316,0,0,0.0,0.0,1.0,0.0,0.0,1.0
561,61,108.3,9193.41,7,80,440.54,5,1,3,161,0,1,1.0,0.0,0.0,1.0,0.0,0.0
562,64,129.74,2886.02,19,94,16.34,7,4,1,52,1,0,1.0,0.0,0.0,0.0,0.0,1.0
563,18,58.28,6937.47,16,86,177.24,3,1,2,232,1,0,0.0,1.0,0.0,0.0,1.0,0.0
564,58,105.79,4066.51,10,52,312.07,8,0,1,101,1,1,0.0,0.0,1.0,0.0,0.0,1.0
565,69,40.17,2973.24,8,75,428.87,5,0,3,213,1,1,0.0,0.0,1.0,0.0,1.0,0.0
566,56,77.86,9699.27,3,59,53.46,7,1,3,186,0,1,1.0,0.0,0.0,1.0,0.0,0.0
567,43,71.26,3551.47,1,78,46.59,8,2,4,4,1,1,0.0,0.0,1.0,0.0,0.0,1.0
568,28,100.03,1167.71,18,92,396.06,3,2,1,125,0,0,1.0,0.0,0.0,1.0,0.0,0.0
569,69,187.42,3947.03,7,27,287.39,9,0,1,288,1,1,1.0,0.0,0.0,1.0,0.0,0.0
570,52,52.63,4532.02,13,27,74.64,5,2,5,143,1,0,0.0,1.0,0.0,0.0,0.0,1.0
571,41,92.25,7546.89,15,69,243.92,5,1,3,258,1,1,1.0,0.0,0.0,0.0,0.0,1.0
572,50,130.81,9504.15,15,60,110.27,4,0,3,33,0,1,0.0,0.0,1.0,0.0,1.0,0.0
573,37,190.38,8188.86,8,30,378.18,3,3,3,247,0,0,0.0,1.0,0.0,1.0,0.0,0.0
574,44,43.97,9316.32,10,49,409.65,8,2,3,114,1,0,1.0,0.0,0.0,1.0,0.0,0.0
575,32,185.22,4803.1,8,93,225.91,9,2,5,140,1,0,0.0,1.0,0.0,0.0,0.0,1.0
576,50,34.59,7221.23,14,62,484.25,8,1,4,306,1,1,0.0,1.0,0.0,0.0,0.0,1.0
577,69,106.53,3159.59,2,61,321.34,0,1,3,323,0,0,1.0,0.0,0.0,0.0,0.0,1.0
578,24,101.83,788.91,4,16,137.23,4,1,2,262,1,0,0.0,0.0,1.0,0.0,1.0,0.0
579,51,57.73,3718.19,3,92,42.31,2,2,4,144,1,0,1.0,0.0,0.0,1.0,0.0,0.0
580,62,82.54,7009.36,8,41,351.68,5,2,5,24,0,1,1.0,0.0,0.0,0.0,0.0,1.0
581,68,101.75,2818.76,3,33,299.1,9,0,4,307,1,1,1.0,0.0,0.0,0.0,0.0,1.0
582,63,175.74,8627.92,8,46,178.15,2,2,4,271,1,1,1.0,0.0,0.0,0.0,0.0,1.0
583,59,191.91,7928.65,4,15,371.87,5,0,5,235,0,1,1.0,0.0,0.0,1.0,0.0,0.0
584,22,113.41,2021.02,1,69,28.98,1,1,2,320,1,1,0.0,0.0,1.0,0.0,1.0,0.0
585,47,176.62,3375.28,5,90,427.62,9,3,3,149,0,0,0.0,1.0,0.0,0.0,1.0,0.0
586,45,129.47,8270.5,12,97,103.42,8,2,2,105,1,1,0.0,0.0,1.0,0.0,1.0,0.0
587,35,82.84,2514.98,16,13,26.23,8,1,3,255,0,1,1.0,0.0,0.0,0.0,1.0,0.0
588,53,54.95,3382.86,10,45,447.04,3,3,5,52,1,0,0.0,1.0,0.0,0.0,0.0,1.0
589,20,94.36,3496.36,7,60,312.78,6,1,1,21,0,1,0.0,1.0,0.0,0.0,1.0,0.0
590,38,114.11,8030.32,6,43,70.97,2,3,5,223,1,0,0.0,1.0,0.0,0.0,0.0,1.0
591,63,28.0,466.6,2,64,317.52,5,2,4,317,0,1,0.0,0.0,1.0,0.0,0.0,1.0
592,33,46.25,830.49,6,53,445.63,8,1,3,52,0,1,0.0,0.0,1.0,1.0,0.0,0.0
593,54,128.03,5826.67,17,14,296.68,2,2,5,322,1,1,0.0,0.0,1.0,1.0,0.0,0.0
594,59,60.5,4031.41,13,53,378.02,5,0,2,215,0,0,1.0,0.0,0.0,1.0,0.0,0.0
595,22,170.72,6365.56,15,51,448.87,0,1,1,185,1,0,0.0,0.0,1.0,0.0,0.0,1.0
596,67,78.85,2737.97,9,51,458.89,7,3,2,294,1,0,0.0,0.0,1.0,0.0,1.0,0.0
597,68,38.87,9104.87,12,70,79.83,0,1,2,277,0,0,0.0,0.0,1.0,0.0,0.0,1.0
598,31,35.04,7633.32,15,88,379.8,8,4,4,251,1,0,0.0,1.0,0.0,1.0,0.0,0.0
599,48,188.68,770.69,3,95,430.53,9,4,3,305,0,0,0.0,1.0,0.0,0.0,0.0,1.0
600,63,41.24,7860.66,17,93,491.72,2,0,3,237,0,1,1.0,0.0,0.0,1.0,0.0,0.0
601,41,45.36,9698.87,12,55,433.35,4,1,5,298,1,0,0.0,1.0,0.0,1.0,0.0,0.0
602,52,175.28,9430.11,5,86,344.63,1,1,4,75,0,0,1.0,0.0,0.0,1.0,0.0,0.0
603,53,65.77,7381.29,19,84,144.56,0,3,5,229,1,0,0.0,1.0,0.0,1.0,0.0,0.0
604,27,139.87,1323.58,7,89,162.61,1,3,3,228,1,1,1.0,0.0,0.0,0.0,0.0,1.0
605,44,167.01,5803.16,2,48,397.19,9,3,4,171,0,1,1.0,0.0,0.0,1.0,0.0,0.0
606,44,129.29,2913.9,5,88,213.04,9,1,3,15,0,1,0.0,1.0,0.0,0.0,1.0,0.0
607,40,192.35,9705.11,8,46,426.4,4,1,4,287,0,0,0.0,1.0,0.0,1.0,0.0,0.0
608,30,147.6,7203.11,8,63,240.74,1,4,1,176,0,1,0.0,0.0,1.0,1.0,0.0,0.0
609,33,40.3,6146.58,17,11,336.2,8,2,1,193,0,0,0.0,0.0,1.0,1.0,0.0,0.0
610,52,120.51,6981.37,3,95,478.25,8,3,3,355,0,1,1.0,0.0,0.0,0.0,1.0,0.0
611,44,149.27,4435.99,13,97,114.02,9,2,4,6,1,0,1.0,0.0,0.0,0.0,0.0,1.0
612,69,164.35,3790.09,6,86,151.36,2,2,5,315,1,0,1.0,0.0,0.0,1.0,0.0,0.0
613,56,24.74,9364.42,13,55,230.46,1,0,1,180,1,1,0.0,1.0,0.0,0.0,0.0,1.0
614,64,149.4,3386.08,14,95,395.17,6,1,5,207,0,0,0.0,1.0,0.0,0.0,1.0,0.0
615,34,168.62,510.22,17,7,411.83,2,1,1,225,0,1,0.0,0.0,1.0,0.0,0.0,1.0
616,65,154.43,4068.32,7,26,411.11,5,4,3,257,0,0,0.0,1.0,0.0,1.0,0.0,0.0
617,58,112.22,7924.37,16,6,170.63,3,1,5,68,0,0,1.0,0.0,0.0,0.0,1.0,0.0
618,18,102.44,6519.84,1,56,53.4,1,0,4,77,1,0,0.0,0.0,1.0,1.0,0.0,0.0
619,28,118.9,9625.49,18,96,82.88,7,1,1,90,0,0,0.0,1.0,0.0,0.0,0.0,1.0
620,29,146.84,1151.4,5,48,86.17,9,3,4,160,1,0,1.0,0.0,0.0,0.0,1.0,0.0
621,31,186.12,9124.31,14,28,338.83,8,3,2,260,1,0,0.0,1.0,0.0,0.0,0.0,1.0
622,25,131.07,3751.61,1,90,283.56,1,4,5,236,0,1,0.0,1.0,0.0,1.0,0.0,0.0
623,48,179.81,4792.63,14,34,98.7,9,3,1,328,0,0,0.0,1.0,0.0,0.0,1.0,0.0
624,24,146.23,4341.97,5,92,230.9,9,0,4,349,1,1,1.0,0.0,0.0,1.0,0.0,0.0
625,63,32.3,1252.88,4,17,259.13,0,1,3,142,0,0,1.0,0.0,0.0,0.0,0.0,1.0
626,48,110.15,2553.18,4,17,391.19,2,2,2,176,1,0,0.0,1.0,0.0,0.0,0.0,1.0
627,33,71.57,7448.49,3,80,295.46,0,1,2,14,0,1,1.0,0.0,0.0,0.0,0.0,1.0
628,59,71.33,327.77,18,95,194.82,0,0,4,143,1,1,0.0,1.0,0.0,0.0,1.0,0.0
629,56,84.07,1425.49,13,35,475.21,1,1,5,219,0,0,0.0,0.0,1.0,0.0,0.0,1.0
630,61,76.65,349.58,4,60,256.26,9,1,3,189,0,0,1.0,0.0,0.0,1.0,0.0,0.0
631,36,124.15,8588.14,9,70,432.16,5,3,4,151,1,0,0.0,1.0,0.0,0.0,0.0,1.0
632,25,143.05,6211.52,2,73,226.42,4,0,4,111,1,1,0.0,1.0,0.0,0.0,0.0,1.0
633,46,68.37,1782.29,16,17,17.33,5,3,4,156,0,1,0.0,1.0,0.0,0.0,1.0,0.0
634,19,43.36,7710.85,10,52,305.05,4,4,4,241,0,0,0.0,0.0,1.0,1.0,0.0,0.0
635,59,30.59,9671.33,9,93,403.19,9,4,4,320,1,0,1.0,0.0,0.0,0.0,1.0,0.0
636,20,123.64,9352.15,11,6,149.09,2,0,4,29,1,0,0.0,1.0,0.0,0.0,1.0,0.0
637,68,53.5,9223.32,13,1,356.11,5,0,3,17,0,1,0.0,1.0,0.0,0.0,1.0,0.0
638,46,21.66,177.32,13,84,237.1,4,4,3,54,0,0,0.0,1.0,0.0,0.0,0.0,1.0
639,32,187.0,5931.23,4,24,183.48,6,2,4,116,1,0,1.0,0.0,0.0,0.0,0.0,1.0
640,55,116.69,2640.66,13,31,39.46,4,4,3,150,0,1,0.0,0.0,1.0,0.0,0.0,1.0
641,45,36.64,5690.01,9,39,184.28,1,1,1,91,1,1,0.0,0.0,1.0,0.0,1.0,0.0
642,54,171.73,3248.5,10,41,406.3,9,4,1,106,1,0,0.0,1.0,0.0,1.0,0.0,0.0
643,49,196.98,1621.3,1,99,399.93,8,4,2,172,1,0,0.0,1.0,0.0,0.0,0.0,1.0
644,47,100.75,4500.49,7,82,422.73,6,3,1,192,0,1,1.0,0.0,0.0,1.0,0.0,0.0
645,68,27.65,5001.45,9,16,401.46,6,0,2,333,0,1,0.0,1.0,0.0,0.0,1.0,0.0
646,64,41.16,9898.68,5,75,385.69,7,3,3,63,0,1,0.0,0.0,1.0,0.0,0.0,1.0
647,47,88.7,519.64,7,19,418.46,6,3,4,86,0,1,1.0,0.0,0.0,0.0,1.0,0.0
648,68,179.39,3081.44,13,28,411.62,0,3,4,163,1,1,1.0,0.0,0.0,0.0,0.0,1.0
649,51,46.65,8533.75,8,52,118.28,4,1,1,135,1,1,0.0,1.0,0.0,0.0,1.0,0.0
650,30,168.32,6630.99,4,43,356.56,3,0,3,341,1,1,0.0,0.0,1.0,1.0,0.0,0.0
651,50,22.7,8284.16,11,79,498.26,7,4,5,57,1,1,1.0,0.0,0.0,1.0,0.0,0.0
652,59,102.33,6636.88,18,48,81.1,9,1,4,294,1,0,1.0,0.0,0.0,0.0,0.0,1.0
653,34,135.99,7619.41,18,82,370.36,9,3,3,272,1,0,0.0,1.0,0.0,1.0,0.0,0.0
654,20,30.87,4979.93,18,42,461.86,2,1,4,271,1,1,0.0,0.0,1.0,1.0,0.0,0.0
655,26,130.66,2128.29,15,4,329.35,9,1,1,355,0,1,0.0,0.0,1.0,0.0,0.0,1.0
656,69,189.99,8119.04,10,26,177.58,6,3,5,282,1,0,1.0,0.0,0.0,0.0,1.0,0.0
657,28,48.85,5721.42,13,89,339.34,0,3,4,106,0,0,0.0,0.0,1.0,0.0,0.0,1.0
658,66,151.33,1481.1,13,96,464.61,2,1,3,142,0,1,0.0,1.0,0.0,1.0,0.0,0.0
659,44,129.64,8068.45,5,88,468.32,6,1,2,187,1,0,0.0,1.0,0.0,1.0,0.0,0.0
660,45,53.32,9590.0,9,80,434.48,8,0,4,172,0,0,1.0,0.0,0.0,0.0,1.0,0.0
661,19,21.12,3527.02,10,22,282.69,7,0,2,161,0,1,1.0,0.0,0.0,1.0,0.0,0.0
662,18,21.67,3005.77,4,61,290.2,1,3,3,83,1,1,0.0,0.0,1.0,0.0,0.0,1.0
663,23,115.78,909.57,2,30,480.14,1,3,4,335,1,0,0.0,1.0,0.0,0.0,0.0,1.0
664,42,189.7,6678.46,7,23,334.54,0,1,5,295,0,0,0.0,0.0,1.0,1.0,0.0,0.0
665,52,135.97,9593.72,14,25,19.91,1,2,1,319,0,0,0.0,0.0,1.0,0.0,0.0,1.0
666,33,148.57,1446.33,13,68,145.74,4,0,1,169,1,1,1.0,0.0,0.0,0.0,1.0,0.0
667,21,108.9,4903.08,6,10,201.35,1,2,3,223,1,0,0.0,1.0,0.0,0.0,0.0,1.0
668,64,124.74,1072.56,1,39,248.53,0,1,5,296,1,0,0.0,1.0,0.0,0.0,1.0,0.0
669,55,42.75,437.69,8,65,158.8,3,4,5,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0
670,61,177.83,6678.56,7,80,115.07,8,4,1,162,0,1,0.0,1.0,0.0,0.0,0.0,1.0
671,37,156.94,8690.1,7,15,358.19,4,4,2,181,1,1,0.0,1.0,0.0,0.0,0.0,1.0
672,42,199.68,3441.95,8,70,92.89,9,4,3,217,0,0,0.0,0.0,1.0,0.0,1.0,0.0
673,24,73.59,8770.08,19,82,54.64,1,1,5,209,1,1,1.0,0.0,0.0,0.0,1.0,0.0
674,38,60.86,1258.83,18,59,210.92,4,0,4,265,1,1,1.0,0.0,0.0,0.0,1.0,0.0
675,24,42.53,2455.81,12,68,407.16,6,0,3,97,0,0,1.0,0.0,0.0,0.0,0.0,1.0
676,46,193.56,9025.91,18,84,382.53,4,2,1,194,1,1,0.0,0.0,1.0,1.0,0.0,0.0
677,69,160.56,5134.25,6,83,125.83,2,3,4,273,1,1,0.0,1.0,0.0,1.0,0.0,0.0
678,24,49.94,6121.1,19,50,140.78,7,4,3,350,0,0,0.0,0.0,1.0,0.0,1.0,0.0
679,20,119.48,476.38,18,2,493.7,4,0,3,264,1,0,0.0,0.0,1.0,0.0,0.0,1.0
680,46,94.48,1371.06,10,8,46.4,2,1,2,94,1,0,1.0,0.0,0.0,0.0,1.0,0.0
681,46,47.27,652.33,13,9,48.54,5,3,4,166,1,1,0.0,1.0,0.0,0.0,1.0,0.0
682,56,49.17,9059.51,18,32,54.42,9,2,1,130,1,0,1.0,0.0,0.0,1.0,0.0,0.0
683,55,193.42,1434.47,5,15,168.65,2,2,3,177,1,1,0.0,1.0,0.0,1.0,0.0,0.0
684,23,74.89,8511.76,1,79,384.28,9,0,2,313,0,1,0.0,1.0,0.0,0.0,1.0,0.0
685,63,189.46,3575.24,4,21,446.44,6,1,1,170,0,1,1.0,0.0,0.0,0.0,0.0,1.0
686,27,33.61,8025.92,13,19,466.88,5,1,4,111,1,1,1.0,0.0,0.0,0.0,1.0,0.0
687,54,102.94,3713.93,16,36,133.68,8,0,1,360,0,1,0.0,0.0,1.0,0.0,0.0,1.0
688,31,43.33,2750.07,6,45,235.49,8,0,4,17,1,1,0.0,1.0,0.0,0.0,0.0,1.0
689,39,20.86,1027.24,8,32,55.82,7,0,1,299,0,0,0.0,1.0,0.0,0.0,1.0,0.0
690,49,119.68,2879.0,15,66,282.55,8,0,4,186,1,1,0.0,1.0,0.0,0.0,1.0,0.0
691,35,40.5,4767.65,6,91,13.2,8,1,3,126,1,1,0.0,1.0,0.0,0.0,1.0,0.0
692,53,149.96,8193.34,18,25,235.22,0,1,4,165,1,0,0.0,1.0,0.0,0.0,0.0,1.0
693,63,145.66,4579.9,19,39,490.4,1,0,1,283,0,1,0.0,0.0,1.0,0.0,1.0,0.0
694,69,51.74,9717.21,19,42,78.81,9,1,5,289,0,0,0.0,1.0,0.0,0.0,0.0,1.0
695,26,189.51,5462.17,18,96,113.27,9,2,1,21,1,1,0.0,0.0,1.0,0.0,0.0,1.0
696,43,149.79,346.96,2,57,146.05,7,1,1,171,0,0,1.0,0.0,0.0,0.0,0.0,1.0
697,39,73.63,4212.14,11,76,434.73,8,1,1,190,1,0,0.0,0.0,1.0,0.0,0.0,1.0
698,63,147.66,6920.1,18,60,446.1,5,3,5,138,1,0,0.0,0.0,1.0,1.0,0.0,0.0
699,55,151.75,2419.49,10,36,473.19,2,1,1,275,1,0,0.0,0.0,1.0,0.0,0.0,1.0
700,40,81.6,7016.44,5,76,131.72,8,0,1,338,0,1,1.0,0.0,0.0,0.0,1.0,0.0
701,34,87.61,5086.6,9,48,232.21,8,0,3,119,0,1,0.0,1.0,0.0,0.0,1.0,0.0
702,43,84.64,354.8,19,50,197.18,7,0,2,20,1,0,0.0,0.0,1.0,0.0,1.0,0.0
703,64,130.99,7766.09,6,30,301.97,3,4,5,191,0,1,1.0,0.0,0.0,0.0,0.0,1.0
704,55,182.07,5647.7,8,51,155.02,6,1,5,282,1,1,0.0,0.0,1.0,0.0,1.0,0.0
705,19,51.17,916.69,2,11,416.22,0,3,1,140,0,1,0.0,0.0,1.0,0.0,0.0,1.0
706,23,177.54,4804.62,18,43,454.01,5,0,5,292,0,0,1.0,0.0,0.0,0.0,1.0,0.0
707,24,24.98,2944.2,16,27,450.99,0,0,5,357,1,1,0.0,0.0,1.0,0.0,0.0,1.0
708,30,138.86,8808.85,8,76,138.96,9,4,4,180,1,1,0.0,0.0,1.0,1.0,0.0,0.0
709,44,94.6,2920.78,17,58,247.4,1,2,2,285,1,1,0.0,1.0,0.0,1.0,0.0,0.0
710,28,162.43,9422.7,18,72,273.55,8,4,5,227,1,1,1.0,0.0,0.0,1.0,0.0,0.0
711,32,149.82,5506.71,7,97,485.26,3,0,2,95,1,1,0.0,0.0,1.0,0.0,0.0,1.0
712,26,106.42,3303.78,9,92,224.58,6,0,5,93,0,1,1.0,0.0,0.0,1.0,0.0,0.0
713,25,135.9,8154.1,7,8,44.21,9,1,3,326,1,1,1.0,0.0,0.0,1.0,0.0,0.0
714,63,110.32,7004.26,3,56,325.27,4,2,2,88,1,0,0.0,1.0,0.0,1.0,0.0,0.0
715,23,166.07,4198.23,6,85,95.49,0,0,4,347,0,0,0.0,1.0,0.0,0.0,1.0,0.0
716,65,105.7,6333.22,5,18,188.94,3,3,5,277,1,0,0.0,1.0,0.0,0.0,0.0,1.0
717,60,114.17,7807.98,3,75,263.86,3,0,1,67,0,1,0.0,0.0,1.0,0.0,0.0,1.0
718,21,65.09,8530.42,14,93,481.76,5,4,5,17,0,1,0.0,0.0,1.0,0.0,1.0,0.0
719,28,128.91,8182.49,18,71,88.23,6,4,5,244,0,0,0.0,0.0,1.0,0.0,0.0,1.0
720,68,74.52,1744.16,7,57,427.42,0,1,5,348,1,0,0.0,0.0,1.0,0.0,1.0,0.0
721,45,123.91,8301.06,11,29,19.2,5,0,2,54,1,1,0.0,0.0,1.0,0.0,0.0,1.0
722,43,50.54,680.43,14,17,33.47,4,0,5,200,1,1,0.0,0.0,1.0,0.0,0.0,1.0
723,21,48.7,2081.69,16,62,244.94,9,1,2,228,1,0,1.0,0.0,0.0,0.0,1.0,0.0
